fragmanetAndSide,fragment,class,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_1X0_0,PX303Fg006_6X3_0X0_PX303Fg006_6X3_1X0,1,14,10,9,14,7,"[[False, 0, 0], [False, 0, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 3, 3], [False, 3, 3], [False, 3, 3]]","[[733, 550, 50, 550], [733, 750, 50, 750], [733, 500, 50, 500], [733, 650, 50, 650], [733, 0, 50, 250], [733, 0, 50, 0], [733, 800, 50, 800], [733, 700, 50, 700], [733, 850, 50, 850], [733, 600, 50, 600]]",[]
PX303Fg006_6X4_2X0_1_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_2X0_PX303Fg006_6X4_5X3,0,4,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[654, 0, 50, 250], [654, 0, 50, 0]]",[]
PX303Fg006_5X4_1X0_1_PX303Fg006_5X4_4X1_1,PX303Fg006_5X4_1X0_PX303Fg006_5X4_4X1,0,8,3,3,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 1]]","[[976, 250, 999, 250], [976, 0, 999, 250], [976, 0, 999, 0]]",[]
PX303Fg006_6X4_4X1_1_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_4X1_PX303Fg006_6X4_5X3,0,6,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[512, 250, 50, 250], [512, 250, 50, 0], [512, 0, 50, 250]]",[]
PX303Fg006_4X4_2X0_1_PX303Fg006_4X4_3X1_1,PX303Fg006_4X4_2X0_PX303Fg006_4X4_3X1,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1228, 250, 1394, 250], [1228, 250, 1394, 0], [1228, 0, 1394, 250], [1228, 0, 1394, 0]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_2X0_0,PX303Fg006_4X4_0X0_PX303Fg006_4X4_2X0,0,7,3,3,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 1]]","[[1231, 250, 50, 250], [1231, 0, 50, 250], [1231, 0, 50, 0]]",[]
PX303Fg006_6X3_3X1_1_PX303Fg006_6X3_4X0_0,PX303Fg006_6X3_3X1_PX303Fg006_6X3_4X0,0,6,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[623, 250, 50, 250], [623, 0, 50, 250]]",[]
PX303Fg006_5X4_1X2_1_PX303Fg006_5X4_2X1_0,PX303Fg006_5X4_1X2_PX303Fg006_5X4_2X1,0,2,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[946, 0, 50, 250], [946, 0, 50, 0]]",[]
PX303Fg006_5X3_0X1_1_PX303Fg006_5X3_2X1_0,PX303Fg006_5X3_0X1_PX303Fg006_5X3_2X1,0,5,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[864, 250, 50, 250], [864, 250, 50, 0], [864, 0, 50, 250], [864, 0, 50, 0]]",[]
PX303Fg006_6X3_0X2_0_PX303Fg006_6X3_3X0_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_3X0,0,11,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_1X1_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X1,0,4,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_4X3_1X1_1_PX303Fg006_4X3_3X0_1,PX303Fg006_4X3_1X1_PX303Fg006_4X3_3X0,0,4,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[995, 0, 1167, 250], [995, 0, 1167, 0]]",[]
PX303Fg006_4X3_0X1_1_PX303Fg006_4X3_1X0_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_1X0,0,4,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1286, 250, 1465, 250], [1286, 250, 1465, 0]]",[]
PX303Fg006_5X4_3X0_1_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X3,0,8,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[769, 250, 50, 250], [769, 250, 50, 0], [769, 0, 50, 250]]",[]
PX303Fg006_4X4_2X1_1_PX303Fg006_4X4_3X3_0,PX303Fg006_4X4_2X1_PX303Fg006_4X4_3X3,0,3,1,1,0,0,"[[False, 1, 0]]","[[836, 250, 50, 0]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_1X2_1,PX303Fg006_6X4_0X0_PX303Fg006_6X4_1X2,0,3,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 882, 0]]",[]
PX303Fg006_5X3_0X0_1_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_0X0_PX303Fg006_5X3_4X2,0,5,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[983, 250, 1433, 0], [983, 250, 1433, 250], [983, 0, 1433, 0], [983, 0, 1433, 250]]",[]
PX303Fg006_6X3_4X2_0_PX303Fg006_6X3_5X1_0,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X1,0,10,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_3X2_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_3X2_PX303Fg006_5X4_4X3,0,7,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[794, 250, 857, 250], [794, 250, 857, 0], [794, 0, 857, 250], [794, 0, 857, 0]]",[]
PX303Fg006_6X3_3X1_1_PX303Fg006_6X3_4X2_1,PX303Fg006_6X3_3X1_PX303Fg006_6X3_4X2,0,5,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[623, 250, 689, 250], [623, 250, 689, 0]]",[]
PX303Fg006_4X3_0X1_0_PX303Fg006_4X3_3X2_0,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X2,0,8,1,1,0,0,"[[False, 0, 0]]","[[50, 0, 50, 0]]",[]
PX303Fg006_5X4_1X2_1_PX303Fg006_5X4_4X2_1,PX303Fg006_5X4_1X2_PX303Fg006_5X4_4X2,0,3,1,1,0,0,"[[False, 0, 1]]","[[946, 0, 827, 250]]",[]
PX303Fg006_5X4_1X3_1_PX303Fg006_5X4_4X1_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X1,0,7,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1161, 250, 50, 250], [1161, 250, 50, 0], [1161, 0, 50, 250]]",[]
PX303Fg006_6X4_0X1_1_PX303Fg006_6X4_3X3_0,PX303Fg006_6X4_0X1_PX303Fg006_6X4_3X3,0,5,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[834, 250, 50, 250], [834, 250, 50, 0]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_1X3_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_1X3,0,12,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_6X4_3X3_1_PX303Fg006_6X4_5X1_0,PX303Fg006_6X4_3X3_PX303Fg006_6X4_5X1,0,6,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[1423, 0, 50, 250], [1423, 0, 50, 0]]",[]
PX303Fg006_6X4_2X2_1_PX303Fg006_6X4_3X2_0,PX303Fg006_6X4_2X2_PX303Fg006_6X4_3X2,1,18,18,18,14,7,"[[False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3]]","[[876, 550, 50, 600], [876, 550, 50, 550], [876, 700, 50, 700], [876, 700, 50, 750], [876, 450, 50, 450], [876, 450, 50, 500], [876, 600, 50, 600], [876, 600, 50, 650], [876, 750, 50, 800], [876, 750, 50, 750], [876, 400, 50, 450], [876, 400, 50, 400], [876, 800, 50, 800], [876, 800, 50, 850], [876, 500, 50, 500], [876, 500, 50, 550], [876, 650, 50, 700], [876, 650, 50, 650]]",[]
PX303Fg006_5X4_2X3_1_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_2X3_PX303Fg006_5X4_3X0,0,4,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[985, 250, 50, 250], [985, 250, 50, 0], [985, 0, 50, 250]]",[]
PX303Fg006_6X3_4X1_1_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_4X1_PX303Fg006_6X3_5X2,0,2,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[1002, 0, 1113, 250], [1002, 0, 1113, 0]]",[]
PX303Fg006_6X4_1X1_0_PX303Fg006_6X4_4X0_0,PX303Fg006_6X4_1X1_PX303Fg006_6X4_4X0,0,1,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_6X3_0X2_0_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_0X2_PX303Fg006_6X3_4X1,0,3,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_5X3_2X2_1_PX303Fg006_5X3_3X1_0,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X1,0,5,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[886, 0, 50, 250], [886, 250, 50, 250]]",[]
PX303Fg006_5X4_2X2_1_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X3,0,2,1,1,0,0,"[[False, 0, 1]]","[[1079, 0, 50, 250]]",[]
PX303Fg006_5X4_1X3_1_PX303Fg006_5X4_3X1_0,PX303Fg006_5X4_1X3_PX303Fg006_5X4_3X1,0,4,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1161, 250, 50, 250], [1161, 250, 50, 0], [1161, 0, 50, 250], [1161, 0, 50, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X3,0,9,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[894, 250, 857, 250], [894, 250, 857, 0], [894, 0, 857, 250]]",[]
PX303Fg006_4X4_1X0_1_PX303Fg006_4X4_2X0_0,PX303Fg006_4X4_1X0_PX303Fg006_4X4_2X0,1,10,10,10,0,0,"[[False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2]]","[[1354, 550, 50, 550], [1354, 400, 50, 400], [1354, 500, 50, 500], [1354, 650, 50, 650], [1354, 300, 50, 300], [1354, 350, 50, 350], [1354, 430, 50, 430], [1354, 450, 50, 450], [1354, 600, 50, 600], [1354, 520, 50, 520]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_1X3_1,PX303Fg006_5X4_0X0_PX303Fg006_5X4_1X3,0,4,1,1,0,0,"[[False, 1, 1]]","[[894, 250, 1161, 250]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_2X3_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_2X3,0,7,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[915, 250, 50, 250], [915, 0, 50, 250]]",[]
PX303Fg006_5X4_3X0_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_3X0_PX303Fg006_5X4_4X3,0,8,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[769, 250, 857, 250], [769, 250, 857, 0], [769, 0, 857, 250]]",[]
PX303Fg006_4X4_0X0_0_PX303Fg006_4X4_3X1_0,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X1,0,6,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_4X4_1X1_1_PX303Fg006_4X4_3X1_1,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X1,0,3,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1496, 250, 1394, 250], [1496, 250, 1394, 0]]",[]
PX303Fg006_5X3_1X2_1_PX303Fg006_5X3_4X1_1,PX303Fg006_5X3_1X2_PX303Fg006_5X3_4X1,0,2,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[745, 250, 1131, 250], [745, 250, 1131, 0]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_1X3_0,PX303Fg006_4X4_0X0_PX303Fg006_4X4_1X3,0,5,3,3,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0]]","[[1231, 250, 50, 0], [1231, 0, 50, 250], [1231, 0, 50, 0]]",[]
PX303Fg006_6X3_1X0_1_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_1X0_PX303Fg006_6X3_5X0,0,12,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[893, 250, 782, 0], [893, 250, 782, 250], [893, 0, 782, 0], [893, 0, 782, 250]]",[]
PX303Fg006_5X3_0X2_1_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_0X2_PX303Fg006_5X3_2X2,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1008, 0, 50, 250], [1008, 0, 50, 0], [1008, 250, 50, 250], [1008, 250, 50, 0]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_5X1_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_5X1,0,6,3,3,4,2,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250]]",[]
PX303Fg006_5X3_1X1_1_PX303Fg006_5X3_4X2_1,PX303Fg006_5X3_1X1_PX303Fg006_5X3_4X2,0,4,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1004, 250, 1433, 0], [1004, 250, 1433, 250], [1004, 0, 1433, 250]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_3X1_0,PX303Fg006_6X3_2X0_PX303Fg006_6X3_3X1,0,6,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1066, 250, 50, 250], [1066, 0, 50, 250]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_3X1_1,PX303Fg006_6X3_2X0_PX303Fg006_6X3_3X1,0,6,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1066, 250, 623, 250], [1066, 250, 623, 0], [1066, 0, 623, 250], [1066, 0, 623, 0]]",[]
PX303Fg006_6X3_2X1_1_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_2X1_PX303Fg006_6X3_5X0,0,11,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1099, 250, 50, 250], [1099, 250, 50, 0], [1099, 0, 50, 250], [1099, 0, 50, 0]]",[]
PX303Fg006_6X4_1X2_1_PX303Fg006_6X4_5X1_0,PX303Fg006_6X4_1X2_PX303Fg006_6X4_5X1,0,2,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[882, 0, 50, 250], [882, 0, 50, 0]]",[]
PX303Fg006_4X3_1X0_0_PX303Fg006_4X3_3X2_0,PX303Fg006_4X3_1X0_PX303Fg006_4X3_3X2,0,6,1,1,0,0,"[[False, 1, 0]]","[[50, 250, 50, 0]]",[]
PX303Fg006_6X4_0X3_1_PX303Fg006_6X4_2X1_1,PX303Fg006_6X4_0X3_PX303Fg006_6X4_2X1,0,2,1,1,0,0,"[[False, 1, 0]]","[[520, 250, 347, 0]]",[]
PX303Fg006_6X4_0X0_0_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X3,0,6,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0]]",[]
PX303Fg006_4X4_0X0_1_PX303Fg006_4X4_3X2_1,PX303Fg006_4X4_0X0_PX303Fg006_4X4_3X2,0,4,3,3,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 1]]","[[1231, 250, 1815, 250], [1231, 0, 1815, 250], [1231, 0, 1815, 0]]",[]
PX303Fg006_4X3_0X1_1_PX303Fg006_4X3_3X1_1,PX303Fg006_4X3_0X1_PX303Fg006_4X3_3X1,0,3,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1286, 0, 954, 250], [1286, 250, 954, 0], [1286, 250, 954, 250]]",[]
PX303Fg006_6X4_2X1_1_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_2X1_PX303Fg006_6X4_4X3,0,2,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[347, 250, 50, 250], [347, 250, 50, 0]]",[]
PX303Fg006_5X3_1X1_1_PX303Fg006_5X3_2X0_0,PX303Fg006_5X3_1X1_PX303Fg006_5X3_2X0,0,10,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1004, 250, 50, 250], [1004, 250, 50, 0], [1004, 0, 50, 250], [1004, 0, 50, 0]]",[]
PX303Fg006_6X4_1X0_0_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_5X0,0,10,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X3_1X1_1_PX303Fg006_6X3_3X1_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_3X1,0,5,3,3,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0]]","[[716, 0, 623, 250], [716, 0, 623, 0], [716, 250, 623, 0]]",[]
PX303Fg006_6X3_2X2_0_PX303Fg006_6X3_5X1_0,PX303Fg006_6X3_2X2_PX303Fg006_6X3_5X1,0,11,4,4,6,3,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[50, 250, 50, 250], [50, 250, 50, 0], [50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_5X4_0X0_1_PX303Fg006_5X4_3X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_3X0,0,7,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[894, 250, 50, 250], [894, 250, 50, 0], [894, 0, 50, 250], [894, 0, 50, 0]]",[]
PX303Fg006_5X4_1X3_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_1X3_PX303Fg006_5X4_4X3,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1161, 250, 857, 250], [1161, 250, 857, 0], [1161, 0, 857, 250], [1161, 0, 857, 0]]",[]
PX303Fg006_5X3_2X2_1_PX303Fg006_5X3_3X0_0,PX303Fg006_5X3_2X2_PX303Fg006_5X3_3X0,0,2,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[886, 0, 50, 250], [886, 250, 50, 250]]",[]
PX303Fg006_6X4_1X0_1_PX303Fg006_6X4_4X3_0,PX303Fg006_6X4_1X0_PX303Fg006_6X4_4X3,0,6,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[915, 250, 50, 250], [915, 250, 50, 0], [915, 0, 50, 250], [915, 0, 50, 0]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_5X2_1,PX303Fg006_6X3_0X0_PX303Fg006_6X3_5X2,0,3,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[733, 0, 1113, 250], [733, 0, 1113, 0]]",[]
PX303Fg006_6X4_3X3_1_PX303Fg006_6X4_5X3_0,PX303Fg006_6X4_3X3_PX303Fg006_6X4_5X3,0,5,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[1423, 0, 50, 250], [1423, 0, 50, 0]]",[]
PX303Fg006_6X3_0X1_1_PX303Fg006_6X3_3X2_0,PX303Fg006_6X3_0X1_PX303Fg006_6X3_3X2,0,4,3,3,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[615, 0, 50, 250], [615, 250, 50, 250], [615, 250, 50, 0]]",[]
PX303Fg006_5X4_0X0_0_PX303Fg006_5X4_4X0_0,PX303Fg006_5X4_0X0_PX303Fg006_5X4_4X0,0,7,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_6X4_0X3_0_PX303Fg006_6X4_2X3_0,PX303Fg006_6X4_0X3_PX303Fg006_6X4_2X3,0,4,2,2,2,1,"[[False, 0, 1], [False, 1, 1]]","[[50, 250, 50, 250], [50, 0, 50, 250]]",[]
PX303Fg006_6X3_3X1_1_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_3X1_PX303Fg006_6X3_5X0,0,8,3,3,0,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 1]]","[[623, 250, 50, 250], [623, 250, 50, 0], [623, 0, 50, 0]]",[]
PX303Fg006_6X4_1X1_0_PX303Fg006_6X4_3X0_0,PX303Fg006_6X4_1X1_PX303Fg006_6X4_3X0,0,1,1,1,0,0,"[[False, 1, 1]]","[[50, 250, 50, 250]]",[]
PX303Fg006_6X3_0X0_1_PX303Fg006_6X3_4X2_1,PX303Fg006_6X3_0X0_PX303Fg006_6X3_4X2,0,5,2,2,0,0,"[[False, 0, 0], [False, 0, 1]]","[[733, 0, 689, 250], [733, 0, 689, 0]]",[]
PX303Fg006_6X3_1X1_1_PX303Fg006_6X3_5X0_1,PX303Fg006_6X3_1X1_PX303Fg006_6X3_5X0,0,8,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[716, 0, 782, 0], [716, 0, 782, 250], [716, 250, 782, 0], [716, 250, 782, 250]]",[]
PX303Fg006_5X4_2X2_1_PX303Fg006_5X4_4X3_1,PX303Fg006_5X4_2X2_PX303Fg006_5X4_4X3,0,2,1,1,0,0,"[[False, 0, 1]]","[[1079, 0, 857, 250]]",[]
PX303Fg006_6X4_1X3_1_PX303Fg006_6X4_5X2_1,PX303Fg006_6X4_1X3_PX303Fg006_6X4_5X2,0,2,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[624, 250, 686, 0], [624, 250, 686, 250]]",[]
PX303Fg006_4X4_1X1_1_PX303Fg006_4X4_3X3_1,PX303Fg006_4X4_1X1_PX303Fg006_4X4_3X3,0,3,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1496, 250, 1821, 250], [1496, 250, 1821, 0]]",[]
PX303Fg006_6X3_2X0_1_PX303Fg006_6X3_4X1_0,PX303Fg006_6X3_2X0_PX303Fg006_6X3_4X1,0,2,2,2,0,0,"[[False, 0, 1], [False, 1, 1]]","[[1066, 250, 50, 250], [1066, 0, 50, 250]]",[]
PX303Fg006_6X3_4X2_1_PX303Fg006_6X3_5X0_0,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X0,0,7,3,3,0,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 1]]","[[689, 250, 50, 250], [689, 250, 50, 0], [689, 0, 50, 0]]",[]
PX303Fg006_5X4_2X1_1_PX303Fg006_5X4_4X3_0,PX303Fg006_5X4_2X1_PX303Fg006_5X4_4X3,0,5,2,2,0,0,"[[False, 1, 0], [False, 1, 1]]","[[1203, 250, 50, 250], [1203, 250, 50, 0]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_4X1_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_4X1,0,10,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[784, 250, 50, 250], [784, 250, 50, 0], [784, 0, 50, 250], [784, 0, 50, 0]]",[]
PX303Fg006_5X3_0X1_0_PX303Fg006_5X3_2X2_0,PX303Fg006_5X3_0X1_PX303Fg006_5X3_2X2,0,6,2,2,2,1,"[[False, 0, 0], [False, 0, 1]]","[[50, 0, 50, 250], [50, 0, 50, 0]]",[]
PX303Fg006_6X4_0X0_1_PX303Fg006_6X4_5X0_0,PX303Fg006_6X4_0X0_PX303Fg006_6X4_5X0,0,10,4,4,0,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[784, 250, 50, 250], [784, 250, 50, 0], [784, 0, 50, 250], [784, 0, 50, 0]]",[]
PX303Fg006_6X3_4X2_1_PX303Fg006_6X3_5X2_0,PX303Fg006_6X3_4X2_PX303Fg006_6X3_5X2,1,3,2,1,2,1,"[[False, 4, 4], [False, 4, 4]]","[[689, 1000, 50, 1050], [689, 1000, 50, 1000]]",[]
PX303Fg006_6X4_4X2_1_PX303Fg006_6X4_5X0_1,PX303Fg006_6X4_4X2_PX303Fg006_6X4_5X0,0,8,2,2,2,1,"[[False, 1, 0], [False, 1, 1]]","[[373, 250, 674, 250], [373, 250, 674, 0]]",[]
PX303Fg006_4X3_1X2_1_PX303Fg006_4X3_2X2_0,PX303Fg006_4X3_1X2_PX303Fg006_4X3_2X2,1,44,42,42,30,15,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 4]]","[[666, 950, 50, 950], [666, 950, 50, 1000], [666, 250, 50, 300], [666, 170, 50, 220], [666, 250, 50, 250], [666, 170, 50, 170], [666, 250, 50, 0], [666, 100, 50, 100], [666, 180, 50, 180], [666, 100, 50, 150], [666, 900, 50, 950], [666, 900, 50, 900], [666, 700, 50, 700], [666, 700, 50, 750], [666, 0, 50, 50], [666, 80, 50, 130], [666, 0, 50, 250], [666, 0, 50, 0], [666, 80, 50, 80], [666, 200, 50, 200], [666, 200, 50, 250], [666, 650, 50, 700], [666, 650, 50, 650], [666, 50, 50, 50], [666, 130, 50, 130], [666, 50, 50, 100], [666, 130, 50, 180], [666, 800, 50, 800], [666, 800, 50, 850], [666, 750, 50, 800], [666, 750, 50, 750], [666, 850, 50, 900], [666, 850, 50, 850], [666, 350, 50, 350], [666, 270, 50, 270], [666, 600, 50, 650], [666, 300, 50, 300], [666, 220, 50, 220], [666, 300, 50, 350], [666, 220, 50, 270], [666, 150, 50, 200], [666, 150, 50, 150]]",[]
